id,title,slug,created_at,content
385,"Utang Negara Menggunung Hampir Rp7.000 Triliun, SMI Sok-sokan Mau Lunasi",utang-negara-menggunung-hampir-rp7-000-triliun-smi-sok-sokan-mau-lunasi,1/8/2022 1:09,"Utang negara per November 2021 tembus Rp6.713,24 triliun. Mendekati Rp7 ribu triliun, Menteri Keuangan Sri Mulyani Indrawati (SMI) pede bisa lunasi. Porsi utang negara di bulan November 2021 itu, bertambah Rp25,96 triliun dibandingkan periode Oktober 2021 yang mencapai Rp6.687,28 triliun. Secara terperinci, utang pada November 2021 terdiri dari Rp832,51 triliun pinjaman, dan Rp5.889,73 triliun surat berharga negara (SBN).┬á Adapun, SBN ini terbagi dalam dua kategori, yakni SBN yang dilepas di pasar domestik Rp4.614,96 triliun serta SBN valuta asing (valas) Rp1.274,77 triliun. Dari sisi rasio, posisi utang terakhir RI diketahui sebesar 39,84 persen dari produk domestik bruto (PDB). Persentase tersebut masih cukup lapang dari ketentuan konstitusi Indonesia yang menetapkan batasan maksimal 60 persen PDB. Sejatinya, utang pemerintah yang semakin membengkak seiring dengan kebutuhan dana penanganan pandemi COVID-19. Meski demikian, Menteri Keuangan (Menkeu) Sri Mulyani menegaskan bahwa Indonesia masih mempunyai kemampuan untuk membayar utang. Hal tersebut dia tegaskan ketika melakukan kunjungan kerja ke Kalimantan Timur tengah pekan ini. ÔÇ£Kalau kita belanjanya bagus, infrastruktur bagus, SDM berkualitas, ini membuat Indonesia tumbuh. Dan jika tercapai, maka pasti kita bisa membayar lagi. Insya Allah kembali dengan aman. Itulah yang masuk ke dalam perencanaan keuangan negara,ÔÇØ katanya. Tahun lalu, Sri Mulyani mengklaim pertumbuhan utang masih bisa terkontrol. Disebutkan, jika pagu pembiayaan utang pada 2021 adalah sebesar Rp1.177,4 triliun. Namun, pemerintah hanya melakukan penarikan utang sebesar Rp867,4 triliun atau 73,7 persen dari yang direncanakan. ÔÇ£Pembiayaan utang kita lihat Rp310 triliun lebih kecil,ÔÇØ ujar Sri Mulyani. Kondisi tersebut tidak lepas dari sektor pendapatan negara yang sebesar Rp2.003,1 triliun atau melesat 114,9 persen dari target APBN Rp1.743,6 triliun. Capaian itu membuat defisit anggaran menjadi semakin kecil dari sebelumnya diperkirakan Rp1.006,4 triliun menjadi Rp868,6 triliun di akhir Desember 2021. Di sisi lain, ekonom senior Faisal Basri tidak terlalu setuju dengan pandangan Sri Mulyani. Dia bilang utang Indonesia secara rasio PDB, memang masih rendah dibandingkan sejumlah negara tetangga. Sebut saja Singapura. Utang Indonesia mencapai 40 persen dari PDB. Sedangkan utang Singapura setara dengan 100 persen dari PDB-nya. Namun janan senang atau bangga dulu. Kata Faisal, ada satu kata kunci yang selama ini jarang dipublikasikan pemerintah. ÔÇ£Singapura walaupun beban utangnya 100 persen dari PDB tapi beban bunganya itu hanya 1 persen terhadap penerimaan negara, sementara Indonesia itu sudah 20 persen (dari penerimaan negara) untuk tahun depan (2022),ÔÇØ tutur Faisal. Dia menilai, bunga tinggi disebabkan oleh strategi Indonesia dalam penerbitan surat berharga dengan rate interest yang menjulang. Hal berbeda akan ditemui apabila dibandingkan dengan negara di ASEAN tersebut. ÔÇ£Kita memperoleh pinjaman dengan memberikan bunga rata-rata 6 persen. Kalau Singapura 0,1 persen. Ini terjadi karena risiko Indonesia dianggap lebih besar dibandingkan Singapura, seperti political risk, lalu risiko nilai tukar, dan sebagainya,ÔÇØ jelas dia. ┬á"
386,Sejumlah Wilayah Kota Jayapura Longsor dan Banjir,sejumlah-wilayah-kota-jayapura-longsor-dan-banjir,1/8/2022 1:10,"Bencana alam longsor dan banjir, akibat hujan yang mengguyur sejak Kamis (6/1) malam dilaporkan melanda sejumlah kawasan di Kota Jayapura. Wali Kota Jayapura Benhur Tomi Mano┬á mengakui adanya sejumlah kawasan yang mengalami longsor dan banjir. Dari laporan awal terjadi longsor di Klofkam menyebabkan beberapa warga tertimbun, seorang diantaranya belum dievakuasi, banjir di sekitar Youtefa dan pemukiman di Organda. ""Anggota Satpol PP Kota Jayapura masih melakukan pengecekan di lapangan dan saya juga mau turun ke lapangan, "" kata BTM. Sementara itu Kapolsek Jayapura Utara AKP Yahya Rumra secara terpisah mengaku, sejak Jumat dinihri pukul 03.00 WIT ada laporan sejumlah wilayah di mengalami longsor dan ada warga yang tertimbun. Dari laporan terungkap longsor di kawasan APO seorang warga belum ditemukan, di Nirwana ada tiga orang masih tertimbun dan seorang juga masih tertimbun di belakang Klofkam. ""Kami masih melakukan pendataan termasuk mendata korban, "" tutup AKP Yahya Rumra."
387,Cara Sony PlayStation Masuki Dunia Metaverse,cara-sony-playstation-masuki-dunia-metaverse,1/8/2022 1:15,"Sony Group Corp. mengumumkan sebuah game eksklusif untuk headset realitas virtual generasi berikutnya, PSVR 2, yang meningkatkan daya tarik platform saat tren metaverse meningkat. Headset VR terbaru ini akan bekerja dengan perangkat PS5. Sony secara bertahap telah mengungkapkan detail desainnya. Sony mengumumkan kehadiran PlayStation VR2 atau PSVR 2 pada gelaran Consumer Electronic Show (CES) 2022. Bersamaan dengan pengumuman tersebut, Sony juga mengumumkan logo PS5 yang telah banyak digembar-gemborkan, pada awal 2020, yang akhirnya terlihat seperti logo PS3 dan PS4 tetapi dengan nomor yang diubah. Sony juga mengumumkan game besar pertama yang akan mendampingi headset realitas virtual terbarunya. Game tersebut adalah Horizon Call of the Mountain, yang akan mengikuti dan terhubung dengan Horizon Forbidden West. Meski demikian, baik game maupun headset belum ada tanggal rilisnya. Namun pengenalan bertahap Sony tentang PlayStation VR2 telah memberikan cukup banyak detail yang mengenai perangkat baru tersebut. Spesifikasi Beberapa fakta mengenai perangkat terbaru ini adalah pengontrol ""Sense"" pada PS VR2 akan memiliki fitur seperti pemicu adaptif dan umpan balik haptic, serta spesifikasi untuk headset VR seperti pelacakan mata dan sudut pandang 110 derajat. Sony mengatakan dalam pengumuman terbarunya bahwa fitur-fitur yang ada pada PS VR2 tersebut ""memungkinkan pemain untuk merasakan dan berinteraksi dengan game dengan cara yang jauh lebih mendalam"". ""PS VR2 juga akan memiliki proses pengaturan yang sederhana - dengan satu kabel yang terhubung langsung ke PS5, Anda dapat langsung terjun ke pengalaman VR,"" katanya. PlayStation CEO, Jim Ryan mengatakan bahwa dalam pengalaman visual, PS VR2 sebutnya sebagai yang terbaik di kelasnya, dengan berbekal kemampuan 4K HDR. Melansir dari The verge , headset akan menawarkan 2000 x 2040 piksel per mata, dengan kecepatan refresh 90Hz hingga 120Hz. Kemudian perangkat VR ini juga memiliki sistem penginderaan gerak enam sumbu (giroskop tiga sumbu, akselerometer tiga sumbu), empat kamera terintegrasi untuk pelacakan headset dan pengontrol, kamera IR untuk pelacakan tiap mata, dan mikrofon serta headset internal."
388,Pelaku Begal Payudara Gadis di Bawah Umur Beraksi di Kemayoran,pelaku-begal-payudara-gadis-di-bawah-umur-beraksi-di-kemayoran,1/8/2022 2:00,"Unit Resmob dan Unit PPA Sat Reskrim Polres Metro Jakarta Pusat membekuk seorang pelaku begal payudara berinisial MAA (20). Pelaku begal payudara itu melakukan aksinya terhadap korban RA (16), di Jl. Sumur Batu Raya Kemayoran Jakarta Pusat. Berawal saat korban RA sedang mencari sarapan. Bersamaan datang seorang laki-laki mengendari sepeda motor melaju ke arah korban. Pelaku lalu memegang payudara korban dengan cara meremas sehingga korban terkejut. Korban yang takut langsung kembali kerumahnya dan melaporkan kejadian tersebut kepada orang tuanya. Kemudian membuat laporan di Polres Metro Jakarta Pusat. Lewat rekaman CCTV Polisi lalu melakukan penelusuran dan berhasil menangkap pelaku. Saat penangkapan pelaku, Polisi mengamankan barang bukti berupa 1 unit sepeda motor honda beat, 1 buah topi warna abu-abu, 1 buah baju lengan panjang warna abu-abu, 1 buah celana warna coklat dan 1 buah video rekaman CCTV. ""Iya benar, pelaku sudah di tangkap dan saat ini dalam proses penyidikan lebih lanjut"" Kasat Reskrim Polres Metro Jakarta Pusat AKBP Wisnu Wardana. Polisi menjerat pelaku dengan Tindak Pidana Perbuatan Cabul Terhadap Anak sebagaimana dimaksud dalam Pasal 76E jo Pasal 82 UU RI No. 35 Tahun 2014 tentang Perubahan Atas UU No.23 tahun 2002 tentang Perlindungan Anak. Ancaman hukuman minimal 5 tahun penjara dan maksimal 15 tahun penjara."
389,"Usai Dipolisikan Pacari Menantu Jenderal Orang Dekat Jokowi, Askara Akan Dilaporkan Lagi ke Kemenkumham",usai-dipolisikan-pacari-menantu-jenderal-orang-dekat-jokowi-askara-akan-dilaporkan-lagi-ke-kemenkumham,1/8/2022 2:10,"Usai dipolisikan pacari menantu Jenderal orang dekat Jokowi, mantan suami artis Nindy Ayunda, Askara Harsono, Kuasa Hukum Komunitas Keluarga Harmonis (KKH),┬á Adi Partogi Simbolon mengatakan,┬á pihaknya segera melanjutkan laporan ke Kemenkumham. Laporan itu terkait status Askara Harsono yang masih menjadi narapidana dan tahanan kota, namun bisa leluasa pergi ke Bali. ""Kami akan lakukan pelaporan ke Kemenkumham,┬á kita mau pertanyakan soal Karutan Kelas I Jakarta Pusat yang memberikan izin AS ke luar kota,┬á padahal statusnya sebagai tahanan kota,┬á ada apa ini,"" kata Adi kepada wartawan, Sabtu (8/1/2022). Adi menduga Askara Harsono dibekingin oleh orang kuat sehingga statusnya sebagai tahanan kota bisa bebas berada di Bali. ""Karena dia sebagai narapidana dan tahanan kota bisa bebas di luar kota padahal tidak boleh dia berada diluar kota,"" ucap Adi. Adi juga meminta kepada Kapolda Metro Jaya Irjen Fadil Imran agar bertindak cepat mengenai laporan kasus perselingkuhanAskara Harsono dengan menantu jenderal yang telah mereka layangkan beberapa waktu lalu. Sebelumnya, Askara Parasady Harsono dipolisikan Tim Advokasi Komunitas Keluarga Harmonis atas dugaan mengganggu rumah tangga anak seorang jenderal purnawirawan. Kabarnya sang jenderal yang tak dibeberkan identitasnya itu kini berada di lingkaran pemerintah Presiden Joko Widodo (Jokowi). Adapun Askara Parasady┬á merupakan mantan suami dari artis Nindy Ayunda. Ketua Tim Advokasi Komunitas Keluarga Harmonis, Adi Partogi Simbolon,┬á menduga Askara telah berselingkuh dengan istri kliennya sejak mendapat penangguhan penahanan. Lalu berencana akan melaporkan ke Kemenkumham soal Askara kerap bepergian. Pasalnya Askara kala itu masih dalam status tahanan kota terkait kasus narkoba dan kepemilikan senpi. Adi membeberkan pihaknya menyertakan barang bukti berupa chat WhatsApp dan foto-foto. Ia pun mengklaim sempat ada pertemuan antara Askara dan anak jenderal yang tidak disebutkan namanya itu."
390,"Kantin Meledak, Gedung Perkantoran di Chongqing China Runtuh",kantin-meledak-gedung-perkantoran-di-chongqing-china-runtuh,1/8/2022 2:33,"Sebuah kantin meledak tepatnya di kawasan perkantoran subdistrik Wulong, Kota Chongqing, China Barat Daya. Insiden tersebut menyebabkan sebanyak 16 orang tewas dan 10 luka-luka dan satu kritis. Kantin meledak pada Jumat (7/1/2021) siang waktu setempat. Sebelum peristiwa meledak terjadi kebocoran gas. Kondisi tersebut diduga memicu ledakan dan menyebabkan bangunan kantor runtuh dan membuat 26 orang terjebak di dalamnya. Hingga tengah malam, semua orang yang terjebak telah dievakuasi dari reruntuhan bangunan itu. Para korban yang terluka pun sudah menjalani perawatan di rumah sakit. Menurut saksi, orang-orang sedang menyantap makan siang di kantin ketika ledakan tersebut terjadi. Penyebab insiden itu masih dalam penyelidikan lebih lanjut."
391,Sebagian Wilayah Indonesia Hari Ini Diprakirakan Hujan,sebagian-wilayah-indonesia-hari-ini-diprakirakan-hujan,1/8/2022 2:42,"Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) memprakirakan hujan disertai kilat dan angin kencang terjadi di sebagian besar wilayah provinsi di Indonesia, Sabtu (8/1/2022). Prakiraan BMKG, hujan dengan intensitas tersebut berpeluang terjadi di Provinsi Aceh, Bali, Bangka Belitung. Kemudian di Banten, DKI Jakarta, Gorontalo, Jambi, Jawa Barat, Jawa Timur. Selanjutnya di Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, dan Kalimantan Utara. Kondisi cuaca serupa juga berpotensi meliputi wilayah Provinsi Lampung, Maluku Utara, Nusa Tenggara Barat, Nusa Tenggara Timur. Kemudian Papua, Riau, Sulawesi Barat, Sulawesi Selatan, Sulawesi Tengah, Sulawesi Tenggara, Sulawesi Utara, dan Sumatera Selatan. Cuaca kota besar seperti Pangkal Pinang, Serang, Jakarta, Bandung, Banda Aceh, Padang, Batam, Bengkulu, Yogyakarta, Surabaya, Tarakan, dan Banjarmasin diprakirakan cerah berawan pada pagi hari. Sementara Kota Palembang, Bandar Lampung, Semarang, Medan, Pontianak, Palangka Raya, dan Balikpapan selama kurun itu diprakirakan berawan."
392,Ibu Kandung Pukul Anak Pakai Gayung dan Sapu Hingga Tewas,ibu-kandung-pukul-anak-pakai-gayung-dan-sapu-hingga-tewas,1/8/2022 3:00,"Seorang ibu kandung berinsial R (31), menjadi tersangka akibat tega menganiaya anaknya hingga meninggal. Peristiwa tersebut terjadi di Desa Jamintoro, Kecamatan Sumberbaru, Kabupaten Jember, Jawa Timur. Ibu kandung itu tega menganiaya anaknya yang masih berusia enam. Kepala Unit Perlindungan dan Perempuan Anak Kepolisian Resor Jember Inspektur Satu Dyah Vitasari, mengatakan R mengaku melakukan penganiayaan tersebut beberapa kali sebelum korban meninggal dunia. Bahkan, suhu tubuh korban sempat meningkat. Kemudian juga mengalami muntah-muntah, dan sesak napas. ÔÇ£Karena dilakukan berulang kali,ÔÇØ kata Dyah. Alasan R memukul korban dengan sapu dan gayung hanya karena korban sering buang air di celana. Korban masih kelas satu sekolah dasar itu tampak mengalami memar di bagian tubuh. ┬á"
393,Respon MUI Ferdinand Hutahaean Mengaku Mualaf,respon-mui-ferdinand-hutahaean-mengaku-mualaf,1/8/2022 3:19,"Majelis Ulama Indonesia atau MUI┬á meresponi kabar Ferdinand Hutahaean yang mengaku sudah mualaf. Bagi MUI Ferdinand tidak patut menyampaikan soal 'Allahmu ternyata lemah' walau mengaku sudah mualaf. Pasalnya Islam tak mengizinkan pemeluknya melecehkan Tuhan. ""Apa yang disampaikan Pak Ferdinand dalam cuitannya sungguh tidak patut, apapun agamanya. Ketika menyebut dengan ungkapan bahwa menyebut 'kasihan sekali Allahmu lemah ternyata harus dibela. Kalau aku sih Allahku luar biasa, maha segalanya', dan seterusnya, ini menyinggung perasaan,"" kata Wasekjen MUI, Muhammad Ziyad kepada wartawan, Jumat (7/1/2022) Ziyad menyampaikan masyarakat dapat berkaca dari kasus Ferdinand Hutahaean┬á agar lebih gati-hati dalam hal yang berkaitan dengan agama. ""Jika sudah terjadi dia mualaf, saya sungguh menyayangkan apa yang dia lakukan dengan cara-cara semacam itu, nggak patut,"" tutup Ziyad. Sebelumnya Ferdinand Hutahaean mengaku mualaf. Pengakuan tersebut dia sampaikan di tengah ramainya kasus perkara cuitan Ferdinand tentang ÔÇÿAllahmu ternyata lemahÔÇÖ dari penyelidikan ke penyidikan. Ferdinand menyampaikan ada kesalahpahaman dalam menerima pernyataannya yang kemudian memantik amarah umat muslim tersebut. Menurut Ferdinand, banyak yang mengira bahwa dia non muslim, padahal ia telah menjadi mualaf sejak beberapa tahun lalu sehingga cuitannya itu bukan untuk menyinggung umat muslim. ÔÇ£Pertama begini ya, saya menghormati pendapat GP Ansor dalam hal ini.Saya melihat bahwa pendapat ini timbul karena masih ada persepsi dan asumsi bahwa namanya Ferdinand itu adalah orang Kristen yang menyerang Islam,ÔÇØ kata Ferdinand, dalam pesan suaranya kepada wartawan, Jumat (7/1/2022). Ferdinand mengaku sudah memeluk agama islam sejak tahun 2017 lalu. Dia mengklaim sudah mualaf, kala itu Ferdinand di dampingi oleh adik kandung Presiden ke-4 Indonesia Abdurrahman Wahid (Gus Dur), yakni Lily Wahid."
394,Bea Cukai Ungkap Hal-Hal Penting di Balik Kenaikan Tarif Cukai 2022,bea-cukai-ungkap-hal-hal-penting-di-balik-kenaikan-tarif-cukai-2022,1/8/2022 3:30,"Pemerintah telah menetapkan kebijakan tarif cukai hasil tembakau (CHT) 2022 naik rata-rata 12,5%. Hal ini berdasarkan keputusan rapat internal kabinet yang dipimpin Presiden RI pada tanggal 13 Desember 2021. Direktur Komunikasi dan Bimbingan Pengguna Jasa Bea Cukai , Nirwala Dwi Heryanto, dalam sebuah wawancara pada Jumat (07/01), mengungkapkan beberapa hal penting di balik keputusan tersebut. ""Penentuan tarif cukai ini membutuhkan proses yang panjang, sebelumnya kami sudah berdiskusi dengan asosiasi industri rokok, Kementerian Tenaga Kerja, dan Kementerian Kesehatan, dan lainnya. Juga, karena penentuan tarif ini memenuhi kriteria Peraturan Presiden (Perpres) Nomor 68 Tahun 2021, yaitu termasuk kebijakan yang berdampak pada masyarakat banyak, bersifat strategis, dan melibatkan antar kementerian/ lembaga, maka harus diputuskan sampai batas Presiden, hingga mendapatkan angka rata-rata tertimbang 12,5%,"" ujarnya. Kenaikan tarif cukai tersebut, menurut Nirwala telah mempertimbangkan aspek kesehatan, keberlangsungan tenaga kerja, pemberantasan rokok ilegal, dan penerimaan negara, ""Pemerintah tidak hanya fokus pada economic growth atau inflasi, tetapi juga faktor pengendalian dari kebijakan cukai, yang menjadi resultan dari empat elemen, yaitu kesehatan, industri termasuk memerhatikan supply chain-nya, yaitu petani tembakau dan tenaga kerja yang terlibat, rokok ilegal, dan penerimaan negara."" Di bidang kesehatan, kenaikan cukai ini diharapkan meningkatkan fungsi cukai yang sesungguhnya, yaitu pengendalian konsumsi dan pengawasan peredaran terhadap barang berbahaya yang mengganggu kesehatan masyarakat, khususnya rokok. Hal ini juga merupakan bagian dari Rencana Pembangunan Jangka Menengah Nasional 2020-2024 untuk meningkatkan kualitas sumber daya manusia, melalui penurunan prevalensi merokok, khususnya usia 10-18 tahun yang ditargetkan menjadi 8,7 % di tahun 2024. Sedangkan untuk mengantisipasi keberlangsungan petani tembakau, Nirwala menegaskan bahwa pemerintah telah menyiapkan dana bagi hasil cukai hasil tembakau (DBHCHT) untuk petani tembakau yang dialokasikan setidaknya untuk subsidi harga, peningkatan kualitas bahan baku, iuran jaminan produksi, dan bantuan bibit/ benih/ pupuk/ sarana dan prasarana produksi. Begitu pun untuk para tenaga kerja terdampak, ""Kami sudah mengalokasikan DBHCHT yang secara spesifik ditujukan kepada para tenaga kerja dalam bentuk pemberian bantuan langsung tunai, pelatihan keterampilan kerja, dan bantuan modal usaha. Selain itu, untuk industri sigaret kretek tangan (SKT) yang menyerap banyak tenaga kerja, tarif cukai hanya naik maksimal 4,5%."" Disebutkan Nirwala, mengingat skema cukai bersifat multidimensi, maka kenaikan tarif cukai selain berfungsi untuk mengendalikan konsumsi, juga memberikan pengaruh positif terhadap penerimaan negara. ""Target penerimaan cukai hasil tembakau konsisten tercapai selama beberapa tahun terakhir. Pada tahun 2021, berhasil terkumpul Rp188.811,48 miliar dari target Rp173.780,90 miliar atau tercapai 108,65%. Atas hal ini, kami mengapresiasi kepatuhan para pelaku industri rokok dan upaya aparat penegak hukum dalam mengontrol peredaran rokok ilegal. Bersamaan dengan fungsi revenue collector ini pun, kami juga memastikan pelayanan yang prima untuk menjaga keberlangsungan industri melalui penyediaan dan distribusi pita cukai dan mitigasi atas dampak kebijakan yang berpotensi mendorong rokok ilegal,"" tutupnya."
395,Vaksinasi Anak Usia 6-12 Tahun di Serang Mulai Pekan Depan,vaksinasi-anak-usia-6-12-tahun-di-serang-mulai-pekan-depan,1/8/2022 3:38,"Vaksinasi anak usia 6 - 12 tahun di Serang, Banten, mulai pekan depan. Rencana pelaksanaan itu menyusul vaksinasi masyarakat usia di atas 12 tahun sudah mencapai 69,58┬á pertanggal Kamis, 6 Januari 2022. ÔÇ£Insya Allah nanti minggu depan kita sudah mulai garap (vaksinasi) anak-anak dari mulai umur 6 sampai 12 tahun,ÔÇØ ujar Wakil Bupati Serang Pandji Tirtayasa, Jumat (7/1/2022). Pandji meminta kepada para camat, kepala desa dan kepala puskesmas untuk mengadakan juga rapat koordinasi kepada para kepala sekolah agar meyakinkan para orang tua siswa bahwa pihaknya menjamin vaksinasi anak-anak aman. ÔÇ£Jangan khawatir karena nanti sebelum diadakan vaksinasi akan diskrining, jika tidak layak divaksin itu tidak akan divaksin, tapi kalau sehat tetap di vaksin,ÔÇØ terangnya. Sedangkan untuk vaksinasi masyarakat usia di atas 12 tahun tetap dilaksanakan agar bisa mencapai 100 persen sampai akhir Desember 2022 mendatang dari target sebanyak 1.259.754 orang. Namun untuk angka capaian 70 persen sebagai syarat dari Kementerian Dalam Negeri (Kemendagri) untuk melanjutkan vaksinasi anak-anak. ÔÇ£Jadi jangan menggarap anak-anak dulu kalau belum 70 persen, nah kita sudah mencapai 70 persen makannya kita tidak mau kalah dengan kabupaten kota lain. Apalagi sekarang pak Kapolres dan pak Dandim semua juga akan memasukan P cer masuk ke Faskes Kabupaten Serang,ÔÇØ ungkap Pandji."
396,Psikolog UI: Merawat Spirit Doll Tanda Seseorang Alami Gangguan Mental,psikolog-ui-merawat-spirit-doll-tanda-seseorang-alami-gangguan-mental,1/8/2022 3:40,"Psikolog dari Universitas Indonesia A. Kasandra Putranto mengatakan, menganggap dan memperlakukan spirit doll sebagai anak atau teman merupakan tanda bahwa seseorang mengalami delusi atau gangguan mental. ""Jika seseorang memperlakukan spirit doll-nya sebagai anak atau teman sendiri, maka ada kemungkinan sang pemilik mempunyai gangguan mental atau delusi,"" kata Kasandra kepada wartawan, Sabtu (8/1/2022). Melansir dari Antara , Kasandra menambahkan, bermain dengan boneka merupakan hal yang wajar. Ganguan mental terjadi ketika pemilik menganggap boneka adalah teman bahkan memperlakukan sebagai anak. ""Sesekali mengajak bicara pada spirit doll masih wajar. Namun yang terpenting adalah pemilik sadar bahwa spirit doll tersebut tidak dapat menggantikan sosok anak atau teman,"" ujar Kasandra. Selain itu, lanjut dia, meyakini spirit doll mempunyai kekuatan dan bisa melakukan apapun di luar nalar manusia juga menjadi tanda seseorang memiliki gangguan mental. Kasandra mengatakan penting untuk mengetahui penyebab seseorang bermain dengan spirit doll. Jika seseorang memilih spirit doll karena merasa kesepian maka orang di sekitarnya termasuk orang tua, teman, maupun anggota keluarga lain dapat menjadi support system. ""Kita bisa membantu untuk meningkatkan keterampilan sosialnya agar bisa menjalin pertemanan dan kedekatan dengan orang lain,"" ujar Kasandra. Dia menambahkan, memiliki kehidupan sosial di luar ketertarikan terhadap spirit doll dapat menghindari munculnya kondisi psikologis tertentu. ""Jadi, mencari tahu dan memahami penyebab utama seseorang memilih spirit doll adalah hal terpenting,"" ujarnya. Diketahui bahwa saat ini, spirit doll menjadi sangat populer karena banyak artis atau figur publik yang memilikinya. Kebanyakan spirit doll berbentuk bayi dan banyak pemilik yang merawatnya seperti anak sendiri. Meskipun boneka lebih sering dikaitkan dengan anak-anak, Kasandra mengatakan orang dewasa juga memiliki kebutuhan untuk memelihara dan merawat orang lain. Hal tersebut membuat spirit doll menjadi sangat populer."
397,"Empat Wilayah Nunukan Dikepung Banjir, Aktivitas 5.872 Jiwa Terganggu",empat-wilayah-nunukan-dikepung-banjir-aktivitas-5-872-jiwa-terganggu,1/8/2022 5:00,"Empat wilayah Nunukan, Provinsi Kalimantan di kepung banjir. Yaitu Kecamatan Lumbis, Lumbis Hulu, Lumbis Pansiangan dan Lumbis Ogong terkepung banjir. Hingga saat ini debit air masih tinggi. Kasubid Rehabilitasi dan Rekonstruksi Badan Penanggulangan Bencana Daerah Kab.Nunukan Mulyadi mencatat ada 19 desa terdampak banjir di Kecamatan Lumbis. Akibat empat wilayah Nunukan terkepung banjir itu membuat aktivitas 5.872 jiwa terganggu. Sementara Kecamatan Lumbis Ogong 26 Desa terendam dan 3.277 jiwa terdampak banjir. ""Sementara Lumbis Hulu dan Lumbis Pansiangan ada 16 desa terkena banjir dan 550 jiwa turut terdampak banjir, alhamdulillah sekarang sudah berangsur normal dan akses transportasi pun perlahan pulih,"" ujar Mulyadi. Sementara 2 Kecamatan yang terletak di wilayah hilir kata Mulyadi , yaitu Kecamatan Sembakung dan Sembakung Atulai mulai meluap dan merendam ratusan rumah warga. Dari hasil kegiatan Tim Kaji Cepat dan Penyaluran Logistik Bencana Alam Banjir di wilayah Kab.Nunukan tahun 2022, tercatat 10 Desa terdampak banjir di wilayah Kecamatan Sembakung. Mulyadi mengatakan, ke 10 Desa tersebut yaitu Desa Tagul, Desa Lubakan, Desa Atap, Desa Manuk Bungkul, Desa Tujung, Desa Pagar dan Desa Lubuk. Sementara 3 Desa yaitu Desa Bitas Bagu, Desa Pelaju dan Desa tepian kini masih dalam tahap pendataan. ""Berdasarkan catatan kami untuk sementara tercatat ada 1.116 KK dengan 6.900 Jiwa yang terdampak, 195 rumah dan beberapa fasilitas umum ikut terendam banjir,"" tutup Mulyadi."
398,Menhub Budi Resmikan Rel Ganda Kereta di Kampung Halaman Jokowi,menhub-budi-resmikan-rel-ganda-kereta-di-kampung-halaman-jokowi,1/8/2022 6:39,"Menteri Perhubungan (Menhub) Budi Karya Sumadi meresmikan pembangunan rel ganda kereta api Solo Balapan-Kalioso yang kebetulan kam[ung halaman Presiden Joko Widodo (Jokowi). Lokasinya berada di Simpang Joglo, Kota Surakarta, Jawa Tengah, Sabtu (7/1/2022). Menhub Budi mengatakan, pembangunan rel ganda ini, diharapkan dapat turut membangun kehidupan dan memajukan perekonomian di wilayah Kota Surakarta dan sekitarnya. ""Solo adalah kota aglomerasi. Pembangunan ini adalah satu titik di mana kita akan mengkoneksikan beberapa kota yang ada di Jawa Tengah,"" kata Menhub Budi. Menhub Budi menyampaikan, manfaat dibangunnya jalur ganda yang rencananya dibuat melayang (elevated) di kawasan Simpang Joglo itu untuk mengurangi kemacetan dan risiko banjir di daerah tersebut. Waktu tunggu antara kereta melintas (headway) juga akan turun menjadi 15 menit, dari sebelumnya 30 menit apabila jalur ganda selesai dibangun. Lanjut dia, pembangunan infrastruktur transportasi juga merupakan instruksi Presiden Joko Widodo untuk terus meningkatkan konektivitas di seluruh Indonesia. ""Jadi ini akan menyelesaikan masalah lalu lintas, baik headway kereta api, dan juga kemacetan di jalan,"" ujarnya. Sedangkan Gubernur Jawa Tengah, Ganjar Pranowo mengatakan, kerja sama yang baik antara pemerintah pusat dan pemerintah daerah akan memberikan hasil yang baik pula. ""Apa yang kita kerjakan antara pemerintah pusat dan daerah, dibantu TNI, Polri hingga BUMN, kalau gotong royong pasti selesai itu,"" kata Ganjar. Ganjar menyampaikan, sinergi berbagai pihak itu akan bermanfaat untuk masyarakat. Tak lupa, Ganjat mengucapkan terima kasih kepada Menteri Perhubungan atas dukungannya pada pembangunan infrastruktur transportasi di Jawa Tengah."
